name,slug,address,location_id,court_count,surface_type,is_free,has_lights,has_restrooms,has_parking,nets_provided,latitude,longitude,description
Rockaway Beach (73rd St),rockaway-beach-73rd-st,"Beach 73rd St, Rockaway Beach, NY 11692",ny_nyc,2,sand,true,false,true,false,false,40.5905,-73.7984,"Beach volleyball on the actual beach at Rockaway. The sand is real ocean beach sand. Best during summer months."
QBK Sports,qbk-sports-queens,"41-20 39th St, Long Island City, NY 11104",ny_nyc,3,indoor_sand,false,true,true,true,true,40.7471,-73.9256,"Indoor sand volleyball facility in Long Island City. Year-round play with leagues, clinics, and open gym. Paid facility."
Hunter's Point South Park,hunters-point-south-park,"Center Blvd, Long Island City, NY 11101",ny_nyc,2,sand,true,false,true,false,true,40.7418,-73.9608,"Sand volleyball courts in Hunter's Point South Park with views of the East River and Midtown Manhattan skyline."
Riverside Park South,riverside-park-south,"Riverside Park South, W 66th St, New York, NY 10069",ny_nyc,2,sand,true,false,true,false,false,40.7768,-73.9904,"Sand volleyball courts in Riverside Park South near W 65th-68th Streets. Bring your own net and equipment. First-come, first-served with Hudson River views."
Brighton Beach,brighton-beach-brooklyn,"Brighton Beach, Riegelmann Boardwalk, Brooklyn, NY 11235",ny_nyc,3,sand,true,false,true,false,false,40.5748,-73.9631,"Informal beach volleyball along the Riegelmann Boardwalk in Little Odessa. Brighton Beach has a vibrant volleyball community with competitive pickup games all summer. Bring your own net. Wide sandy beach with ocean breezes and easy B/Q subway access."
Hot Shots Indoor Beach Volleyball,hot-shots-rochester,"1046 University Ave, Rochester, NY 14607",ny_western,4,indoor_sand,false,true,true,true,true,43.1460,-77.5920,"Rochester's only indoor sand volleyball facility open year-round with a full bar and restaurant."
KAV Volleyball and Events,kav-volleyball-buffalo,"4090 Jeffrey Blvd, Buffalo, NY 14219",ny_western,3,indoor_sand,false,true,true,true,true,42.8490,-78.8230,"Indoor sand volleyball facility in Buffalo with three courts and a social hall."
Wilkeson Pointe,wilkeson-pointe-buffalo,"225 Fuhrmann Blvd, Buffalo, NY 14203",ny_western,4,sand,true,false,true,true,false,42.8640,-78.8750,"Sand volleyball courts on Buffalo's scenic Outer Harbor along Lake Erie."
G&T SportsPark,gt-sportspark-hilton,"373 North Greece Rd, Hilton, NY 14468",ny_western,2,sand,false,false,true,true,true,43.2870,-77.7860,"Outdoor sand volleyball complex northwest of Rochester hosting adult coed leagues."
Grand Sands Volleyball,grand-sands-loveland,"10750 Loveland-Madeira Rd, Loveland, OH 45140",oh_cincy,14,sand,false,true,true,true,true,39.1920,-84.2830,"Cincinnati's premier year-round sand volleyball facility with 7 indoor and 7 outdoor courts plus a bar and restaurant."
Cincinnati Sand Volleyball,cincinnati-sand-milford,"837 US-50, Milford, OH 45150",oh_cincy,7,sand,false,true,true,true,true,39.1740,-84.2760,"Seven professional outdoor sand courts along the scenic Little Miami River open April through September."
Setters Beach Volleyball,setters-beach-volleyball-cincinnati,"4005 Hopper Hill Rd, Cincinnati, OH 45255",oh_cincy,9,sand,false,true,true,true,true,39.0680,-84.3030,"Largest indoor and outdoor beach volleyball facility in the Cincinnati region with 5 indoor and 4 outdoor sand courts."
Edgewater Beach,edgewater-beach-cleveland,"6500 Cleveland Memorial Shoreway, Cleveland, OH 44102",oh_cle,4,sand,true,false,true,true,false,41.4900,-81.7350,"Public sand volleyball courts on the 2400-foot Lake Erie shoreline at Edgewater Park near downtown Cleveland."
Whiskey Island Volleyball,whiskey-island-cleveland,"2800 Whiskey Island Dr, Cleveland, OH 44102",oh_cle,4,sand,true,false,true,true,false,41.4940,-81.7180,"Sand volleyball courts at Wendy Park on Whiskey Island at the mouth of the Cuyahoga River."
NEO Sports Plant,neo-sports-plant-cleveland,"20001 Euclid Ave, Euclid, OH 44117",oh_cle,4,indoor_sand,false,true,true,true,true,41.5880,-81.5260,"Cleveland's only indoor sand volleyball facility with 4 sand courts plus an onsite sports bar."
SandBox Volleyball Club,sandbox-volleyball-club-broadview-heights,"1 Eagle Valley Ct, Broadview Heights, OH 44147",oh_cle,4,sand,false,true,true,true,true,41.3200,-81.6810,"Premier outdoor sand volleyball club in Northeast Ohio. Hosts competitive and recreational leagues."
Woodlands Backyard,woodlands-backyard-columbus,"668 Grandview Ave, Columbus, OH 43215",oh_cbus,8,sand,false,true,true,true,true,39.9800,-83.0470,"Year-round sand volleyball venue with 8 outdoor courts and 5 indoor dome-covered courts for winter play."
The VolleyPark,the-volleypark-columbus,"5501 Sandalwood Blvd, Columbus, OH 43229",oh_cbus,5,sand,false,true,true,true,true,40.0787,-82.9817,"Columbus's premier sand volleyball facility with 5 premium sand courts on the north side."
Flannagan's Dublin,flannagans-dublin-columbus,"6835 Caine Rd, Columbus, OH 43235",oh_cbus,16,sand,false,true,true,true,true,40.1080,-83.1270,"Massive sand volleyball complex in Dublin with 10 outdoor and 6 indoor sand courts plus a sports bar."
Oasis Beach,oasis-beach-lewis-center,"459 Orange Point Dr, Lewis Center, OH 43035",oh_cbus,4,indoor_sand,false,true,true,true,true,40.1770,-82.9910,"Year-round indoor sand volleyball with 4 full-sized courts. Offers leagues for all levels."
Boombox Beach Club Indoor,boombox-beach-club-oklahoma-city,"2200 NE 63rd St, Oklahoma City, OK 73111",ok_okc,8,indoor_sand,false,true,true,true,true,35.5090,-97.4822,"Oklahoma's premier purpose-built indoor beach volleyball facility with 8 climate-controlled indoor sand courts."
Pearl Beach Brew Pub Hefner,pearl-beach-brew-pub-oklahoma-city,"3330 NW 112th Terrace, Oklahoma City, OK 73120",ok_okc,6,sand,false,true,true,true,true,35.5946,-97.5593,"Six lighted premium sand volleyball courts at a brew pub near Lake Hefner. Home of OSSO leagues."
Wiley Post Park,wiley-post-park-oklahoma-city,"2021 S Robinson Ave, Oklahoma City, OK 73109",ok_okc,1,sand,true,false,true,true,false,35.4453,-97.5166,"Public park sand volleyball court with open fields and playground. Bring your own net and ball."
Boombox Beach Club Outdoor,boombox-outdoor-oklahoma-city,"2200 NE 63rd St, Oklahoma City, OK 73111",ok_okc,6,sand,false,true,true,true,true,35.5090,-97.4822,"Six outdoor sand courts complementing Boombox's indoor facility. Hosts leagues and AVP events."
Delta Park Sand Courts,delta-park-portland,"10850 N Denver Ave, Portland, OR 97217",pnw_pdx,6,sand,true,true,true,true,false,45.5930,-122.6870,"Six beach sand volleyball courts at East Delta Park's Owens Sports Complex with high-quality sand."
Woks Up Beach Volleyball,woks-up-portland,"17527 SE Stark St, Portland, OR 97233",pnw_pdx,4,sand,false,true,true,true,true,45.5190,-122.4870,"Four lighted outdoor sand volleyball courts with leagues tournaments and lessons plus a bar and restaurant."
Eastmoreland Sports Club,eastmoreland-courts-portland,"3015 SE Berkeley Pl, Portland, OR 97202",pnw_pdx,4,sand,false,true,true,true,true,45.4690,-122.6380,"Portland's premiere sand volleyball facility with outdoor sand courts at a full-service sports club."
Heyday Athletic Sand Courts,heyday-athletic-philadelphia,"1325 N Beach St, Philadelphia, PA 19125",pa_philly,4,sand,false,false,false,true,true,39.9740,-75.1350,"Outdoor sand volleyball courts in Fishtown operated by Heyday Athletic for adult leagues."
Buckley Green Drexel,buckley-green-drexel-philadelphia,"33rd and Arch St, Philadelphia, PA 19104",pa_philly,2,sand,true,true,true,false,false,39.9570,-75.1900,"Two lighted beach volleyball courts on Drexel University's campus with day and night play."
Highland Park Sand Courts,highland-park-pittsburgh,"151 Lake Dr, Pittsburgh, PA 15206",pa_pitt,3,sand,true,false,true,true,false,40.4830,-79.9220,"Sand volleyball courts in scenic Highland Park. Home to Pittsburgh Sports League sand volleyball."
Simmons Park,simmons-park-bethel-park,"1200 Clifton Rd, Bethel Park, PA 15102",pa_pitt,1,sand,true,true,true,true,false,40.3310,-80.0180,"Lighted sand volleyball court with beautiful white sand and a professional net in the South Hills."
Blueberry Hill Park,blueberry-hill-park-franklin-park,"2344 W Ingomar Rd, Pittsburgh, PA 15237",pa_pitt,2,sand,true,false,true,true,false,40.5830,-80.0870,"Two sand volleyball courts in Franklin Park Borough's premier 87-acre community park."
Charleston Beach Volleyball & Social Club,charleston-beach-vb-mount-pleasant,"1460 Ben Sawyer Blvd, Mount Pleasant, SC 29464",sc_charleston,5,sand,false,true,true,true,true,32.7913,-79.8625,"Five fully lit sand courts offering adult leagues pickup games and tournaments for all skill levels."
Isle of Palms County Park,isle-of-palms-county-park-isle-of-palms,"1 14th Ave, Isle of Palms, SC 29451",sc_charleston,1,sand,false,false,true,true,false,32.7878,-79.7714,"Sand volleyball court at the beachfront county park with picnic areas and ocean access."
Folly Beach County Park,folly-beach-county-park-folly-beach,"1100 W Ashley Ave, Folly Beach, SC 29439",sc_charleston,1,sand,false,false,true,true,false,32.6465,-79.9572,"Beachfront sand volleyball at Folly Beach County Park with restrooms and outdoor showers."
Creekside Tennis & Swim Club,creekside-tennis-swim-mount-pleasant,"790 Creekside Dr, Mount Pleasant, SC 29464",sc_charleston,2,sand,false,false,true,true,true,32.8125,-79.8530,"Private club in Mount Pleasant with sand volleyball courts alongside tennis and swim facilities."
Centennial Park,centennial-park-nashville,"2500 West End Ave, Nashville, TN 37203",tn_nash,2,sand,true,false,true,true,false,36.1497,-86.8137,"Two outdoor sand volleyball courts in Nashville's iconic Centennial Park. Free to the public."
SandBar at oneC1TY,sandbar-nashville,"3 City Ave Suite 500, Nashville, TN 37209",tn_nash,2,sand,false,true,true,true,true,36.1548,-86.8268,"Two sand volleyball courts at the oneC1TY development with a bar and hourly court rentals."
Vollis Beach,vollis-beach-nashville,"4770 Lebanon Pike, Nashville, TN 37076",tn_nash,3,sand,false,true,true,true,true,36.1567,-86.6140,"Three sand volleyball court facility offering coed 6v6 4v4 and doubles leagues."
Frankie Pierce Park,frankie-pierce-park-nashville,"130 LifeWay Plz, Nashville, TN 37203",tn_nash,1,sand,true,false,true,true,false,36.1530,-86.7760,"Public sand volleyball court in a 2.5-acre downtown park. Free and open to the public."
Hyden Beach,hyden-beach-spring-hill,"5191 Joe Peay Rd, Spring Hill, TN 37174",tn_nash,6,sand,false,true,true,true,true,35.7340,-86.9047,"Six outdoor beach courts founded by Olympic volleyball player John Hyden. Hosts AVPAmerica tournaments."
Zilker Park Sand Volleyball Courts,zilker-park-austin,"2200 Stratford Dr, Austin, TX 78746",tx_austin,5,sand,true,false,true,true,false,30.2669,-97.7731,"Free public sand volleyball courts in Zilker Park near Barton Springs. First-come first-served."
ATX Beach,atx-beach-austin,"11000 Middle Fiskville Rd, Austin, TX 78753",tx_austin,8,sand,false,true,true,true,true,30.3384,-97.7003,"The largest sand volleyball venue in Austin with eight professional-grade courts and lighted night play."
Austin Sports Center Sand Complex,austin-sports-center-sand-leander,"12516 RR 620 N, Leander, TX 78641",tx_austin,4,sand,false,true,true,true,true,30.5680,-97.8360,"Outdoor sand complex with a 17900 sq ft sand pit and four competition courts."
Woolys Beach ATX,woolys-beach-austin,"514 E St Elmo Rd, Austin, TX 78745",tx_austin,2,sand,false,true,true,true,true,30.2206,-97.7712,"Deep white sand courts at The Yard off South Congress. Online booking seven days a week."
Moontower Saloon,moontower-saloon-austin,"10212 Manchaca Rd, Austin, TX 78748",tx_austin,3,sand,false,true,true,true,true,30.1730,-97.8106,"South Austin saloon on 11 acres with three professional-grade sand courts and shaded viewing gallery."
Aussies Grill and Beach Bar,aussies-grill-austin,"306 Barton Springs Rd, Austin, TX 78704",tx_austin,2,sand,false,true,true,false,true,30.2620,-97.7520,"Bar and grill on Barton Springs Road with two sand volleyball courts and year-round league play."
The Sports Garden,sports-garden-coppell,"1850 E Belt Line Rd, Coppell, TX 75019",tx_dallas,24,sand,false,true,true,true,true,32.9450,-96.9782,"Massive DFW sand volleyball complex with over 24 courts and a full restaurant and bar."
Sandy Pickle,sandy-pickle-dallas,"5683 Village Glen Dr, Dallas, TX 75206",tx_dallas,6,sand,false,true,true,true,true,32.8570,-96.7700,"Sand volleyball and pickleball venue in The Village with six sand courts. Courts rent for $30-$40/hour."
Bryan Street Tavern,bryan-street-tavern-dallas,"4315 Bryan St, Dallas, TX 75204",tx_dallas,2,sand,false,true,true,true,true,32.7900,-96.7670,"Popular East Dallas sports bar with sand volleyball courts and weekly league nights."
MADSAND Volleyball,madsand-volleyball-plano,"2517 Summit Ave, Plano, TX 75074",tx_dallas,4,sand,false,true,true,true,true,33.0290,-96.7280,"Year-round outdoor beach volleyball program with four sand courts. Training and adult leagues."
The Beach at Craig Ranch,the-beach-at-craig-ranch-mckinney,"6145 Alma Rd, McKinney, TX 75070",tx_dallas,12,sand,false,true,true,true,true,33.1680,-96.6670,"Premier 90000 sq ft outdoor sand complex with 12 courts for volleyball and beach tennis."
Kiest Park,kiest-park-dallas,"3080 S Hampton Rd, Dallas, TX 75224",tx_dallas,2,sand,true,false,true,true,false,32.7080,-96.8530,"Free public sand volleyball courts in a large 263-acre Dallas metro park."
Third Coast Volleyball,third-coast-volleyball-houston,"5652 Forney Dr, Houston, TX 77036",tx_houston,12,sand,false,true,true,true,true,29.7010,-95.5370,"Houston's premier beach volleyball facility since 1987 with twelve lighted outdoor sand courts."
Sideout VolleyBar,sideout-volleybar-houston,"2623 Keene St, Houston, TX 77009",tx_houston,3,sand,false,true,true,true,true,29.7930,-95.3820,"Sports bar in a restored 1920s bungalow with three professional illuminated sand courts in the Heights."
The Decoy,the-decoy-houston,"1222 Witte Rd Bldg B Ste 200, Houston, TX 77055",tx_houston,3,sand,false,true,true,true,true,29.7890,-95.4840,"Outdoor social venue with three world-class sand volleyball courts plus yard games."
HTX Sports Creek,htx-sports-creek-houston,"2619 Polk St, Houston, TX 77003",tx_houston,3,sand,false,true,true,false,true,29.7480,-95.3520,"East Downtown sand volleyball venue with three professional courts and a bar."
East Beach Galveston,east-beach-galveston,"1923 Boddeker Dr, Galveston, TX 77550",tx_houston,30,sand,false,false,true,true,false,29.3340,-94.7470,"The largest permanent beach volleyball installation on the Gulf Coast with 30 courts."
Stewart Beach Galveston,stewart-beach-galveston,"201 Seawall Blvd, Galveston, TX 77550",tx_houston,4,sand,false,false,true,true,false,29.3010,-94.7760,"Family-friendly Galveston beach with sand volleyball courts along the seawall."
Chester L Davis Sportsplex,league-city-sportsplex-league-city,"1251 League City Pkwy, League City, TX 77573",tx_houston,6,sand,true,true,true,true,false,29.4950,-95.1090,"Municipal sportsplex halfway between Houston and Galveston with six lighted fenced sand courts."
Sideliners Grill,sideliners-grill-san-antonio,"15630 Henderson Pass, San Antonio, TX 78232",tx_sat,10,sand,false,true,true,true,true,29.5790,-98.5170,"San Antonio's largest sand volleyball venue with 10 outdoor courts and a sports bar."
The Dog Co Icehouse,dog-co-icehouse-san-antonio,"4302 Hyatt Pl Dr, San Antonio, TX 78230",tx_sat,2,sand,false,true,true,true,true,29.5530,-98.5670,"Dog-friendly icehouse with two bookable sand volleyball courts plus live music and food trucks."
Mainland Sports Complex,mainland-sports-complex-san-antonio,"8002 Sand Pebble, San Antonio, TX 78250",tx_sat,2,sand,false,true,true,true,true,29.5100,-98.6440,"Multi-sport complex with two full-size beach volleyball courts available for rent."
Emmitt Park,emmitt-park-san-antonio,"2477 N Loop 1604 E, San Antonio, TX 78232",tx_sat,2,sand,true,false,true,true,false,29.5950,-98.4470,"Public park with two free sand volleyball courts and playground equipment."
Woodlawn Lake Park,woodlawn-lake-park-san-antonio,"1103 Cincinnati St, San Antonio, TX 78201",tx_sat,2,sand,true,false,true,true,false,29.4670,-98.5260,"Historic 62-acre park with free sand volleyball courts near the lakeside trail."
SandBar SLC,sandbar-slc-north-salt-lake,"680 S Redwood Rd, North Salt Lake, UT 84054",ut_slc,9,indoor_sand,false,true,true,true,true,40.8480,-111.9190,"Utah's first indoor sand volleyball venue with 5 indoor and 4 outdoor courts plus a bar."
SandBar South,sandbar-south-bluffdale,"920 W 14600 S Suite 300, Bluffdale, UT 84065",ut_slc,6,indoor_sand,false,true,true,true,true,40.4890,-111.9190,"Second SandBar location with 6 indoor sand courts for leagues and open play."
Liberty Park Sand Courts,liberty-park-salt-lake-city,"600 Harvey Milk Blvd, Salt Lake City, UT 84105",ut_slc,2,sand,true,true,true,true,false,40.7470,-111.8720,"Lighted sand volleyball courts in Salt Lake City's beloved 80-acre Liberty Park."
Oceanfront 19th Street,oceanfront-19th-street-virginia-beach,"19th St & Oceanfront, Virginia Beach, VA 23451",va_beach,2,sand,true,false,false,true,false,36.8529,-75.9716,"Free public sand volleyball courts on the Virginia Beach oceanfront at 19th Street."
Oceanfront 33rd Street,oceanfront-33rd-street-virginia-beach,"33rd St & Oceanfront, Virginia Beach, VA 23451",va_beach,2,sand,true,false,false,true,false,36.8622,-75.9650,"Free public sand volleyball nets at 33rd Street on the Virginia Beach boardwalk."
TVA Sand Center,tva-sand-center-virginia-beach,"2644 Dean Dr, Virginia Beach, VA 23452",va_beach,4,indoor_sand,false,true,true,true,true,36.8378,-76.0940,"The largest indoor sand volleyball facility in Virginia with four Olympic-sized indoor sand courts."
Virginia Beach Field House,virginia-beach-field-house-virginia-beach,"2020 Landstown Centre Way, Virginia Beach, VA 23456",va_beach,8,sand,false,true,true,true,true,36.7845,-76.1096,"Eight regulation outdoor sand volleyball courts at a major multi-sport facility."
Golden Gardens Park,golden-gardens-seattle,"8498 Seaview Pl NW, Seattle, WA 98117",pnw_seattle,6,sand,true,false,true,true,false,47.6920,-122.4020,"Six beachfront sand volleyball courts on Puget Sound with four reservable and two drop-in courts."
Alki Beach Park,alki-beach-seattle,"2665 Alki Ave SW, Seattle, WA 98116",pnw_seattle,8,sand,true,false,true,true,false,47.5790,-122.4100,"Eight sand volleyball courts on Seattle's iconic West Seattle beach."
Sandman's Courts,sandmans-courts-seattle,"3723 S Hudson St, Seattle, WA 98118",pnw_seattle,2,indoor_sand,false,true,true,true,true,47.5630,-122.2840,"Year-round indoor sand volleyball facility in Columbia City with two courts."
Bradford Beach,bradford-beach-milwaukee,"2400 N Lincoln Memorial Dr, Milwaukee, WI 53211",wi_mke,8,sand,true,true,true,true,true,43.0590,-87.8780,"Iconic Lake Michigan beach with sand volleyball courts and leagues six days a week May through August."
Sussex Place,sussex-place-sussex,"N64 W24576 Main St, Sussex, WI 53089",wi_mke,6,sand,false,true,true,true,true,43.1340,-88.2240,"Year-round facility west of Milwaukee with 3 indoor and 3 outdoor sand courts."
Kelly's Bleachers,kellys-bleachers-wind-lake,"7805 S Loomis Rd, Wind Lake, WI 53185",wi_mke,6,sand,false,true,true,true,true,42.8270,-88.1470,"Bar and sand volleyball venue south of Milwaukee with 3 indoor and 3 outdoor courts."
South Shore Park,south-shore-park-milwaukee,"2900 S Shore Dr, Milwaukee, WI 53207",wi_mke,2,sand,true,false,true,true,false,42.9980,-87.8890,"Public sand volleyball courts at South Shore Park in the Bay View neighborhood along Lake Michigan."
